dataset,dataset_name,model,model_raw,seed,intervention_family,intervention_family_code,intervention_parameter,label,configuration_type,F_in_baseline,F_in_intervention,F_out_baseline,F_out_intervention,InputGain,OutputGain,realization_ratio,attenuated_frozen,reversed_frozen,NDCG10_baseline,NDCG10_intervention,relative_NDCG_loss,Recall10_baseline,Recall10_intervention,evidence_tier
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,1,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4814615405725981,0.0661861306200866,0.7416243700391421,0.3532634428868241,0.4152754099525115,0.3883609271523179,0.9351888357577652,True,False,0.2557631931364916,0.1683827347209151,0.3416459473468673,0.1628891303175126,0.1209521667835008,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,1,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4814615405725981,0.1720981497773575,0.7416243700391421,0.5484786746749035,0.3093633907952406,0.1931456953642385,0.6243327462494633,True,False,0.2557631931364916,0.2204537778930337,0.138055107970968,0.1628891303175126,0.1444846847909656,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,1,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4814615405725981,0.3714711922887127,0.7416243700391421,0.692468740900069,0.1099903482838854,0.049155629139073,0.44690856885189767,True,False,0.2557631931364916,0.2528875443606245,0.0112434034803923,0.1628891303175126,0.1607584830020635,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,1,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4814615405725981,0.4597752383212047,0.7416243700391421,0.7279819859331818,0.0216863022513934,0.0136423841059603,0.6290783900276841,True,False,0.2557631931364916,0.2553984718125942,0.0014260117705945,0.1628891303175126,0.1618905387222128,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,1,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4814615405725981,0.4466473815339384,0.7416243700391421,0.7174356283172877,0.0348141590386597,0.0241887417218543,0.6947960941694352,True,False,0.2557631931364916,0.2553156215321451,0.0017499453258219,0.1628891303175126,0.161701466737215,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,1,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4814615405725981,0.4077495386384426,0.7416243700391421,0.6878164230192745,0.0737120019341555,0.0538079470198675,0.7299753853915454,True,False,0.2557631931364916,0.253173849006476,0.0101239904704889,0.1628891303175126,0.1609199732785707,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,1,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4814615405725981,0.3179661940755791,0.7416243700391421,0.6242322740046127,0.163495346497019,0.1173920960345293,0.7180149071500925,True,False,0.2557631931364916,0.2442492462590627,0.0450179978449217,0.1628891303175126,0.1568077004055774,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,1,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4814615405725981,0.1128492315670116,0.7416243700391421,0.3804077706933544,0.3686123090055865,0.3612165993457876,0.979936346456388,True,False,0.2557631931364916,0.1698358336129603,0.3359645243312042,0.1628891303175126,0.1226994769117328,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,2,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4816974356017932,0.0662317677626337,0.7451674163967579,0.3530647673901353,0.4154656678391594,0.3921026490066225,0.9437666680040059,True,False,0.2562397915744696,0.1662441348280094,0.3512165545931814,0.1622602577318473,0.119192145089379,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,2,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4816974356017932,0.1720926884983751,0.7451674163967579,0.5505978799729168,0.3096047471034181,0.1945695364238411,0.6284449390527223,True,False,0.2562397915744696,0.2196897377533677,0.142640038834404,0.1622602577318473,0.1456189412945847,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,2,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4816974356017932,0.3716097905816235,0.7451674163967579,0.6960614561318572,0.1100876450201697,0.0491059602649006,0.44606241014514986,True,False,0.2562397915744696,0.2534498663215913,0.0108879469333611,0.1622602577318473,0.1609950080192898,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,2,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4816974356017932,0.4600216625567528,0.7451674163967579,0.7323362905689433,0.0216757730450404,0.0128311258278145,0.5919570112287353,True,False,0.2562397915744696,0.256460266388975,0.0,0.1622602577318473,0.1625124717072114,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,2,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4816974356017932,0.4469041983399774,0.7451674163967579,0.7215415885821883,0.0347932372618157,0.0236258278145695,0.6790350560595285,True,False,0.2562397915744696,0.2562143491317757,9.929153679681127e-05,0.1622602577318473,0.1624508992187923,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,2,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4816974356017932,0.4080225448035451,0.7451674163967579,0.6923197342775526,0.073674890798248,0.0528476821192053,0.7173092697744727,True,False,0.2562397915744696,0.253912013943906,0.0090843721666354,0.1622602577318473,0.1611097397901083,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,2,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4816974356017932,0.3182457720082206,0.7451674163967579,0.6238845918854075,0.1634516635935726,0.1212828245113504,0.7420103402124052,True,False,0.2562397915744696,0.2434160566576056,0.0500458372919691,0.1622602577318473,0.1575441559861499,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,2,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4816974356017932,0.1130517558680554,0.7451674163967579,0.377692538905275,0.3686456797337377,0.3674748774914829,0.9968240445863886,True,False,0.2562397915744696,0.1689330712874057,0.3407227259693208,0.1622602577318473,0.1223966765800573,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,0,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4817793780856189,0.066251857047852,0.7906806614298704,0.756260131628546,0.4155275210377668,0.0344205298013243,0.08283574025460484,True,False,0.23932702055671,0.2407359980028167,0.0,0.1479146318643059,0.1482931266921996,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,0,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4817793780856189,0.1720720050023317,0.7906806614298704,0.7714919197080161,0.3097073730832871,0.0191887417218542,0.06195765225354815,True,False,0.23932702055671,0.2407847405787615,0.0,0.1479146318643059,0.1489900942897266,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,0,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4817793780856189,0.3716493838966107,0.7906806614298704,0.7792733766616585,0.1101299941890081,0.0114072847682118,0.1035801813322019,True,False,0.23932702055671,0.2394204963822667,0.0,0.1479146318643059,0.1483479660204966,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,0,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4817793780856189,0.4601117765798128,0.7906806614298704,0.7865415885821884,0.0216676015058061,0.004139072847682,0.19102588934787657,True,False,0.23932702055671,0.2391998391860064,0.0005314125016378,0.1479146318643059,0.1480260743549548,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,0,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4817793780856189,0.4470011189765671,0.7906806614298704,0.7836276812974201,0.0347782591090517,0.0070529801324502,0.2027985388899046,True,False,0.23932702055671,0.239397319636671,0.0,0.1479146318643059,0.1481315393271577,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,0,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4817793780856189,0.4081331695788509,0.7906806614298704,0.7770382773239102,0.0736462085067679,0.0136423841059601,0.18524217855297195,True,False,0.23932702055671,0.2392118273224076,0.000481321474,0.1479146318643059,0.1481910744718248,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,0,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4817793780856189,0.3183726014641878,0.7906806614298704,0.7645382773239102,0.1634067766214311,0.0261423841059601,0.15998347587826708,True,False,0.23932702055671,0.2393496852060623,0.0,0.1479146318643059,0.1481086586717573,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,0,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4817793780856189,0.1131798963540563,0.7906806614298704,0.7442402640788771,0.3685994817315625,0.0464403973509932,0.12599148846555905,True,False,0.23932702055671,0.2396507466922868,0.0,0.1479146318643059,0.1472594455985631,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,1,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4814615405725981,0.0661861306200866,0.7873197342775525,0.7536442375888108,0.4152754099525115,0.0336754966887417,0.08109195941217091,True,False,0.2373970038041346,0.2419483672575073,0.0,0.1454812809274182,0.1488019639776825,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,1,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4814615405725981,0.1720981497773575,0.7873197342775525,0.7664256945424532,0.3093633907952406,0.0208940397350992,0.06753882442712301,True,False,0.2373970038041346,0.2431957917440211,0.0,0.1454812809274182,0.1504199849921557,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,1,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4814615405725981,0.3714711922887127,0.7873197342775525,0.777104502489473,0.1099903482838854,0.0102152317880794,0.09287389255022502,True,False,0.2373970038041346,0.2392763459765735,0.0,0.1454812809274182,0.1467993460112725,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,1,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4814615405725981,0.4597752383212047,0.7873197342775525,0.7840250322907976,0.0216863022513934,0.0032947019867549,0.15192548497027458,True,False,0.2373970038041346,0.237881987225562,0.0,0.1454812809274182,0.145801492480167,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,1,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4814615405725981,0.4466473815339384,0.7873197342775525,0.7809455620921222,0.0348141590386597,0.0063741721854303,0.18309137320686225,True,False,0.2373970038041346,0.2381931419895301,0.0,0.1454812809274182,0.1461929648645306,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,1,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4814615405725981,0.4077495386384426,0.7873197342775525,0.7745548336153009,0.0737120019341555,0.0127649006622516,0.17317262219596294,True,False,0.2373970038041346,0.2384066232025458,0.0,0.1454812809274182,0.1464176735080253,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,1,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4814615405725981,0.3179661940755791,0.7873197342775525,0.7615747011649698,0.163495346497019,0.0257450331125826,0.15746645800131082,True,False,0.2373970038041346,0.2393622355865267,0.0,0.1454812809274182,0.1477199188025816,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,1,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4814615405725981,0.1128492315670116,0.7873197342775525,0.7418727144100028,0.3686123090055865,0.0454470198675497,0.123292192792349,True,False,0.2373970038041346,0.2407635288906804,0.0,0.1454812809274182,0.1481533930900213,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,2,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4816974356017932,0.0662317677626337,0.7881806614298705,0.7541574826219235,0.4154656678391594,0.034023178807947,0.0818916734682359,True,False,0.2386519848594964,0.2396900209816873,0.0,0.1453620388521237,0.1455795285928008,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,2,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4816974356017932,0.1720926884983751,0.7881806614298705,0.7696872839464267,0.3096047471034181,0.0184933774834438,0.05973221553113463,True,False,0.2386519848594964,0.2411196659878962,0.0,0.1453620388521237,0.1471539534426448,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,2,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4816974356017932,0.3716097905816235,0.7881806614298705,0.7782303303040425,0.1100876450201697,0.0099503311258279,0.09038553894040381,True,False,0.2386519848594964,0.2385043991129133,0.0006184140755002,0.1453620388521237,0.1453652129086249,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,2,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4816974356017932,0.4600216625567528,0.7881806614298705,0.7847203965292082,0.0216757730450404,0.0034602649006623,0.15963743915717174,True,False,0.2386519848594964,0.2383246506378273,0.0013715964770285,0.1453620388521237,0.1452838055205628,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,2,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4816974356017932,0.4469041983399774,0.7881806614298705,0.781624370039142,0.0347932372618157,0.0065562913907285,0.18843579691631018,True,False,0.2386519848594964,0.2380927066719676,0.0023434885230815,0.1453620388521237,0.1451728960093538,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,2,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4816974356017932,0.4080225448035451,0.7881806614298705,0.7759621183835128,0.073674890798248,0.0122185430463577,0.16584406049297137,True,False,0.2386519848594964,0.2380264269627176,0.002621213886602,0.1453620388521237,0.1452443202078738,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,2,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4816974356017932,0.3182457720082206,0.7881806614298705,0.7628826481848373,0.1634516635935726,0.0252980132450332,0.1547736663478535,True,False,0.2386519848594964,0.2385595228690376,0.0003874344079447,0.1453620388521237,0.1456448484374261,PRIMARY
ml1m,MovieLens-1M,LightGCN,weighted_lightgcn,2,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4816974356017932,0.1130517558680554,0.7881806614298705,0.7417568203702678,0.3686456797337377,0.0464238410596027,0.12593078831992097,True,False,0.2386519848594964,0.2382756030336115,0.0015771158413224,0.1453620388521237,0.1445072351838029,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,0,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4817793780856189,0.066251857047852,0.6554819859331817,0.5752005289795393,0.4155275210377668,0.0802814569536424,0.19320370586559948,True,False,0.2321541900162712,0.1519172499285017,0.3456191769881295,0.1483936843095158,0.0971913464474373,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,0,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4817793780856189,0.1720720050023317,0.6554819859331817,0.7104323170590094,0.3097073730832871,-0.0549503311258277,-0.17742661590123124,True,True,0.2321541900162712,0.1831322771256975,0.2111610084967143,0.1483936843095158,0.1113439829549744,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,0,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4817793780856189,0.3716493838966107,0.6554819859331817,0.6253912144019637,0.1101299941890081,0.030090771531218,0.27322957521976615,True,False,0.2321541900162712,0.2151091475191929,0.0734212141330881,0.1483936843095158,0.1355697187622937,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,0,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4817793780856189,0.4601117765798128,0.6554819859331817,0.6420302872496458,0.0216676015058061,0.0134516986835359,0.6208208453497427,True,False,0.2321541900162712,0.2265008391143512,0.024351707378289,0.1483936843095158,0.1452175823037622,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,0,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4817793780856189,0.4470011189765671,0.6554819859331817,0.6308879031436856,0.0347782591090517,0.0245940827894961,0.7071683120301737,True,False,0.2321541900162712,0.2236004924308647,0.036844898577135,0.1483936843095158,0.144115035263956,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,0,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4817793780856189,0.4081331695788509,0.6554819859331817,0.6403249892364008,0.0736462085067679,0.0151569966967809,0.20580824191903932,True,False,0.2321541900162712,0.2174674938531334,0.0632626796962328,0.1483936843095158,0.1354192931804858,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,0,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4817793780856189,0.3183726014641878,0.6554819859331817,0.6096130687065995,0.1634067766214311,0.0458689172265822,0.28070388618489156,True,False,0.2321541900162712,0.2036245291035017,0.1228910014967633,0.1483936843095158,0.1269594977551844,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,0,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4817793780856189,0.1131798963540563,0.6554819859331817,0.5232799991782148,0.3685994817315625,0.1322019867549669,0.35866026217379426,True,False,0.2321541900162712,0.1603921294431211,0.3091137858339769,0.1483936843095158,0.1020052347676037,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,1,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4814615405725981,0.0661861306200866,0.6815747011649698,0.5347700654033803,0.4152754099525115,0.1468046357615894,0.35351150644430673,True,False,0.2334612048717106,0.1544012773744741,0.3386426774447631,0.148451174129568,0.1012657224931095,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,1,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4814615405725981,0.1720981497773575,0.6815747011649698,0.5430813236815261,0.3093633907952406,0.1384933774834437,0.44767216032716933,True,False,0.2334612048717106,0.1824004859458937,0.2187117939097218,0.148451174129568,0.1191734266579457,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,1,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4814615405725981,0.3714711922887127,0.6815747011649698,0.6721045024894731,0.1099903482838854,0.0094701986754967,0.08610026991690298,True,False,0.2334612048717106,0.2180006679234015,0.0662231523940126,0.148451174129568,0.13593710255053,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,1,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4814615405725981,0.4597752383212047,0.6815747011649698,0.6529488733504003,0.0216863022513934,0.0286258278145694,1.3199957965507982,False,False,0.2334612048717106,0.2284755810627087,0.0213552560552473,0.148451174129568,0.1452754017683886,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,1,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4814615405725981,0.4466473815339384,0.6815747011649698,0.6327422077794471,0.0348141590386597,0.0488324933855226,1.402661869019904,False,False,0.2334612048717106,0.2238092927792237,0.0413426808869197,0.148451174129568,0.1410486395926625,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,1,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4814615405725981,0.4077495386384426,0.6815747011649698,0.691078012423248,0.0737120019341555,-0.0095033112582781,-0.1289248834506909,True,True,0.2334612048717106,0.2240251473495436,0.0404180965627768,0.148451174129568,0.1379608003451762,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,1,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4814615405725981,0.3179661940755791,0.6815747011649698,0.6002256514880564,0.163495346497019,0.0813490496769133,0.4975618659482552,True,False,0.2334612048717106,0.2088791032239856,0.1052941608060024,0.148451174129568,0.1311150301749178,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,1,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4814615405725981,0.1128492315670116,0.6815747011649698,0.4847951879118974,0.3686123090055865,0.1967795132530723,0.5338386929723772,True,False,0.2334612048717106,0.1534191375641136,0.3428495426106488,0.148451174129568,0.1002716978089343,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,2,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4816974356017932,0.0662317677626337,0.669736952820599,0.408263442886824,0.4154656678391594,0.2614735099337749,0.6293504618412898,True,False,0.236584648720571,0.1458350980476128,0.3835817377151214,0.1470055945808499,0.0997150385635355,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,2,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4816974356017932,0.1720926884983751,0.669736952820599,0.5504819859331817,0.3096047471034181,0.1192549668874173,0.3851845554796427,True,False,0.236584648720571,0.1798240903168933,0.2399164895551498,0.1470055945808499,0.1171300870081067,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,2,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4816974356017932,0.3716097905816235,0.669736952820599,0.6229739958589173,0.1100876450201697,0.0467629569616816,0.4247793378913131,True,False,0.236584648720571,0.2207260788426064,0.0670312717402686,0.1470055945808499,0.1391946270052237,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,2,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4816974356017932,0.4600216625567528,0.669736952820599,0.6565170422165333,0.0216757730450404,0.0132199106040656,0.6098933854213991,True,False,0.236584648720571,0.2322753846184646,0.0182144704883031,0.1470055945808499,0.144540199137981,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,2,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4816974356017932,0.4469041983399774,0.669736952820599,0.6503581018191822,0.0347932372618157,0.0193788510014167,0.556971771715082,True,False,0.236584648720571,0.2325383495658323,0.0171029657952058,0.1470055945808499,0.1468383197130997,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,2,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4816974356017932,0.4080225448035451,0.669736952820599,0.6320137309582552,0.073674890798248,0.0377232218623437,0.5120227726654569,True,False,0.236584648720571,0.2247996096923036,0.0498132025556172,0.1470055945808499,0.1413448651963709,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,2,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4816974356017932,0.3182457720082206,0.669736952820599,0.6024110819516326,0.1634516635935726,0.0673258708689663,0.41190079922572137,True,False,0.236584648720571,0.2095977000095245,0.1140688918617059,0.1470055945808499,0.1319829638940086,PRIMARY
ml1m,MovieLens-1M,NeuMF,weighted_neumf,2,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4816974356017932,0.1130517558680554,0.669736952820599,0.4126759826138842,0.3686456797337377,0.2570609702067147,0.6973117666600149,True,False,0.236584648720571,0.150527476243124,0.3637479140884101,0.1470055945808499,0.0993245986778113,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,0,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4817793780856189,0.066251857047852,0.6685534660575929,0.679422383284175,0.4155275210377668,-0.0108689172265821,-0.02615691302332352,True,True,0.256062302903253,0.2564066014339417,0.0,0.1649687504747836,0.1634494431546221,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,0,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4817793780856189,0.1720720050023317,0.6685534660575929,0.6703581018191822,0.3097073730832871,-0.0018046357615892,-0.005826906035924092,True,True,0.256062302903253,0.2573714938702484,0.0,0.1649687504747836,0.1639910586273039,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,0,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4817793780856189,0.3716493838966107,0.6685534660575929,0.6813098005027182,0.1101299941890081,-0.0127563344451252,-0.1158297931373031,True,True,0.256062302903253,0.2545525524137194,0.0058960279292031,0.1649687504747836,0.1626025208933838,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,0,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4817793780856189,0.4601117765798128,0.6685534660575929,0.6656230024814339,0.0216676015058061,0.002930463576159,0.13524632965830327,True,False,0.256062302903253,0.2571294713812276,0.0,0.1649687504747836,0.1665055837675476,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,0,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4817793780856189,0.4470011189765671,0.6685534660575929,0.6816409263305327,0.0347782591090517,-0.0130874602729398,-0.3763115408365435,True,True,0.256062302903253,0.2571231351474434,0.0,0.1649687504747836,0.1635164315524989,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,0,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4817793780856189,0.4081331695788509,0.6685534660575929,0.6803329793106652,0.0736462085067679,-0.0117795132530722,-0.15994731421902994,True,True,0.256062302903253,0.2577272785156259,0.0,0.1649687504747836,0.1638918714337244,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,0,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4817793780856189,0.3183726014641878,0.6685534660575929,0.6755647673901353,0.1634067766214311,-0.0070113013325423,-0.04290704141839583,True,True,0.256062302903253,0.2557114066232007,0.0013703550896551,0.1649687504747836,0.1637739115739017,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,0,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4817793780856189,0.1131798963540563,0.6685534660575929,0.6706892276469968,0.3685994817315625,-0.0021357615894038,-0.005794260966864834,True,True,0.256062302903253,0.256316669086303,0.0,0.1649687504747836,0.164016346356533,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,1,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4814615405725981,0.0661861306200866,0.665556777315871,0.6650104196999769,0.4152754099525115,0.0005463576158941,0.001315651258899674,True,False,0.2542642550016891,0.2528155562076502,0.0056976109128248,0.1656254046947327,0.1630626749211755,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,1,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4814615405725981,0.1720981497773575,0.665556777315871,0.665854790560904,0.3093633907952406,-0.0002980132450329,-0.0009633112834289661,True,True,0.2542642550016891,0.2550550141902005,0.0,0.1656254046947327,0.1652881534560578,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,1,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4814615405725981,0.3714711922887127,0.665556777315871,0.6668150554615663,0.1099903482838854,-0.0012582781456952,-0.011439896002943645,True,True,0.2542642550016891,0.2548503715479878,0.0,0.1656254046947327,0.1656627889828933,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,1,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4814615405725981,0.4597752383212047,0.665556777315871,0.6659044594350763,0.0216863022513934,-0.0003476821192052,-0.01603233760992428,True,True,0.2542642550016891,0.2523604800430362,0.0074873873193078,0.1656254046947327,0.163442113384675,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,1,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4814615405725981,0.4466473815339384,0.665556777315871,0.6667819428787849,0.0348141590386597,-0.0012251655629138,-0.03519158861638174,True,True,0.2542642550016891,0.2539345994246053,0.0012965077497097,0.1656254046947327,0.1636899041503254,PRIMARY
ml1m,MovieLens-1M,NGCF,weighted_ngcf,1,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4814615405725981,0.4077495386384426,0.665556777315871,0.6680898898986525,0.0737120019341555,-0.0025331125827814,-0.03436499506612432,True,True,0.2542642550016891,0.25213050186146,0.0083918722284221,0.1656254046947327,0.1626911855515755,PRIMARY
