dataset,dataset_name,model,model_raw,seed,intervention_family,intervention_family_code,intervention_parameter,label,configuration_type,F_in_baseline,F_in_intervention,F_out_baseline,F_out_intervention,InputGain,OutputGain,realization_ratio,attenuated_frozen,reversed_frozen,NDCG10_baseline,NDCG10_intervention,relative_NDCG_loss,Recall10_baseline,Recall10_intervention,evidence_tier
lastfm,LastFM,NeuMF,weighted_neumf,0,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.6032541089172111,0.2157522024757692,0.8795286908365094,0.8758662704543437,0.3875019064414419,0.0036624203821656,0.00945136093857916,True,False,0.1520693140339152,0.1332782579606425,0.123569019776612,0.1594833687190357,0.1411004953998572,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,0,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.6032541089172111,0.4355284528727479,0.8795286908365094,0.8839342110063608,0.1677256560444632,-0.0044055201698514,-0.026266227086233718,True,True,0.1520693140339152,0.1470179563649119,0.0332174686332625,0.1594833687190357,0.1539808917197435,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,0,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.6032541089172111,0.5640463446269299,0.8795286908365094,0.8836157396687812,0.0392077642902811,-0.0040870488322717,-0.10424080296985477,True,True,0.1520693140339152,0.1547501090599362,0.0,0.1594833687190357,0.1605449398443011,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,0,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.6032541089172111,0.5401316419454345,0.8795286908365094,0.8822356972059361,0.0631224669717765,-0.0027070063694266,-0.042884990072345634,True,True,0.1520693140339152,0.1524672692469861,0.0,0.1594833687190357,0.1577583156404794,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,0,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.6032541089172111,0.4706970075875144,0.8795286908365094,0.8815987545307769,0.1325571013296966,-0.0020700636942674,-0.015616392283041318,True,True,0.1520693140339152,0.1508067115206356,0.0083028092899662,0.1594833687190357,0.1553609341825885,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,0,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.6032541089172111,0.344985954584635,0.8795286908365094,0.8749639349978682,0.2582681543325761,0.0045647558386412,0.017674481975672035,True,False,0.1520693140339152,0.1424105526253253,0.0635155190246715,0.1594833687190357,0.1473903043170544,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,0,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.6032541089172111,0.0984305471758753,0.8795286908365094,0.8684883511337493,0.5048235617413357,0.01104033970276,0.021869699711870638,True,False,0.1520693140339152,0.1195653764458341,0.2137442244319711,0.1594833687190357,0.1317675159235659,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,1,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.602904152661743,0.0963935595894326,0.8835095825562546,0.8711422789469128,0.5065105930723104,0.0123673036093417,0.02441667317227484,True,False,0.1501572190471255,0.1147431486494225,0.2358466054608311,0.1612968860580305,0.1246372965322,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,1,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.602904152661743,0.2152397605890091,0.8835095825562546,0.8818641473120932,0.3876643920727339,0.0016454352441613,0.004244483831397602,True,False,0.1501572190471255,0.124365327697479,0.1717659098464787,0.1612968860580305,0.1357837933474865,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,1,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.602904152661743,0.4350394587500372,0.8835095825562546,0.8849957821316261,0.1678646939117058,-0.0014861995753715,-0.008853556639809069,True,True,0.1501572190471255,0.1409150152568265,0.0615501795314845,0.1612968860580305,0.1493807501769269,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,1,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.602904152661743,0.5637728324895577,0.8835095825562546,0.8827134042123055,0.0391313201721853,0.000796178343949,0.020346319532427295,True,False,0.1501572190471255,0.1469118359376591,0.0216132339827623,0.1612968860580305,0.1592975937721141,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,1,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.602904152661743,0.5399102795722442,0.8835095825562546,0.8830849541061484,0.0629938730894987,0.0004246284501061,0.00674078968763848,True,False,0.1501572190471255,0.1434201109236173,0.0448670278143191,0.1612968860580305,0.1546974522292975,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,1,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.602904152661743,0.4706110957767217,0.8835095825562546,0.8797940836178257,0.1322930568850213,0.0037154989384288,0.02808536612513247,True,False,0.1501572190471255,0.1441166962043316,0.0402279882454277,0.1612968860580305,0.1529635527246975,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,1,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.602904152661743,0.3463223936265191,0.8835095825562546,0.8733184997537069,0.2565817590352239,0.0101910828025476,0.039718656699787275,True,False,0.1501572190471255,0.1367345601156857,0.089390700071684,0.1612968860580305,0.1494692144373657,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,1,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.602904152661743,0.0990461573240812,0.8835095825562546,0.8682229583524329,0.5038579953376617,0.0152866242038216,0.030339151795293492,True,False,0.1501572190471255,0.1125214443127564,0.2506424597711645,0.1612968860580305,0.1208421797593763,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,2,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.6033079483411292,0.0964622988049581,0.8925860156772737,0.8701868649341737,0.5068456495361711,0.0223991507430999,0.044193238639017626,True,False,0.1486647688074476,0.113816488067226,0.2344084682589294,0.1576256192498213,0.1221956829440897,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,2,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.6033079483411292,0.215484086133095,0.8925860156772737,0.8788917481613501,0.3878238622080342,0.0136942675159236,0.035310533596248396,True,False,0.1486647688074476,0.1257585831791102,0.1540794487630475,0.1576256192498213,0.1360314932767151,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,2,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.6033079483411292,0.4354287620390172,0.8925860156772737,0.890515951983006,0.1678791863021119,0.0020700636942676,0.012330675051893308,True,False,0.1486647688074476,0.1392322937780738,0.0634479514214351,0.1576256192498213,0.1469302901627729,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,2,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.6033079483411292,0.5641472647714693,0.8925860156772737,0.8925860156772737,0.0391606835696599,0.0,0.0,True,True,0.1486647688074476,0.148546314010648,0.0007967913161257,0.1576256192498213,0.1572009907997153,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,2,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.6033079483411292,0.5402724050551676,0.8925860156772737,0.8860573532568916,0.0630355432859616,0.006528662420382,0.1035711295572505,True,False,0.1486647688074476,0.1455127017885708,0.0212025151901287,0.1576256192498213,0.151910828025476,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,2,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.6033079483411292,0.4709132814066078,0.8925860156772737,0.8900382449766367,0.1323946669345214,0.0025477707006369,0.0192437562601895,True,False,0.1486647688074476,0.143091397894565,0.0374895206012212,0.1576256192498213,0.1512119603680099,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,2,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.6033079483411292,0.3461926610614728,0.8925860156772737,0.8672144657834308,0.2571152872796564,0.0253715498938429,0.09867771831959196,True,False,0.1486647688074476,0.1356022908103922,0.0878653234511406,0.1576256192498213,0.1420116772823766,PRIMARY
lastfm,LastFM,NeuMF,weighted_neumf,2,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.6033079483411292,0.0989226070934196,0.8925860156772737,0.8627558670573161,0.5043853412477096,0.0298301486199575,0.059141585174077374,True,False,0.1486647688074476,0.1159708602709494,0.2199169904124611,0.1576256192498213,0.1247434536447266,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,0,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.6032541089172111,0.0964756364316619,0.8561210475244074,0.831227204636934,0.5067784724855492,0.0248938428874734,0.04912174498135031,True,False,0.1562814935573171,0.134930556863825,0.1366184581903899,0.1661270346779882,0.1448425336164174,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,0,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.6032541089172111,0.2157522024757692,0.8561210475244074,0.8382866526199488,0.3875019064414419,0.0178343949044585,0.04602401848351572,True,False,0.1562814935573171,0.1388986047766917,0.1112280692035369,0.1661270346779882,0.1499911535739544,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,0,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.6032541089172111,0.4355284528727479,0.8561210475244074,0.8502293277791845,0.1677256560444632,0.0058917197452229,0.03512712297074596,True,False,0.1562814935573171,0.1502648467297286,0.038498779929959,0.1661270346779882,0.1610049539985827,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,0,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.6032541089172111,0.5640463446269299,0.8561210475244074,0.8559087332993544,0.0392077642902811,0.000212314225053,0.0054151066477827435,True,False,0.1562814935573171,0.1542082793960927,0.013265896774041,0.1661270346779882,0.1638711960367992,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,0,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.6032541089172111,0.5401316419454345,0.8561210475244074,0.8543694551677196,0.0631224669717765,0.0017515923566878,0.027749111223282465,True,False,0.1562814935573171,0.1532415011568365,0.0194520306357681,0.1661270346779882,0.1629157820240604,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,0,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.6032541089172111,0.4706970075875144,0.8561210475244074,0.8496454636602884,0.1325571013296966,0.006475583864119,0.048851278423876356,True,False,0.1562814935573171,0.1518695455305197,0.028230777210862,0.1661270346779882,0.1622523000707694,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,0,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.6032541089172111,0.344985954584635,0.8561210475244074,0.8389235952951081,0.2582681543325761,0.0171974522292993,0.06658758325718261,True,False,0.1562814935573171,0.1460001199534465,0.0657875310111485,0.1661270346779882,0.1568648266100477,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,0,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.6032541089172111,0.0984305471758753,0.8561210475244074,0.8242739137664457,0.5048235617413357,0.0318471337579617,0.06308567224578102,True,False,0.1562814935573171,0.1342441746473694,0.1410104191374733,0.1661270346779882,0.1449752300070756,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,1,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.602904152661743,0.0963935595894326,0.8524055485859785,0.8252824063354478,0.5065105930723104,0.0271231422505306,0.05354901283704929,True,False,0.1497302900830791,0.1324409771375936,0.1154697084730978,0.1599522292993613,0.1458598726114634,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,1,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.602904152661743,0.2152397605890091,0.8524055485859785,0.8329787969936219,0.3876643920727339,0.0194267515923566,0.050112292977147456,True,False,0.1497302900830791,0.1353677588825508,0.0959226833298668,0.1599522292993613,0.1480360934182574,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,1,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.602904152661743,0.4350394587500372,0.8524055485859785,0.8446560793715412,0.1678646939117058,0.0077494692144373,0.04616497390757701,True,False,0.1497302900830791,0.1438542659506162,0.0392440576265663,0.1599522292993613,0.1555378627034661,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,1,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.602904152661743,0.5637728324895577,0.8524055485859785,0.849963934997868,0.0391313201721853,0.0024416135881104,0.062395379899447115,True,False,0.1497302900830791,0.1475346355579347,0.0146640637904738,0.1599522292993613,0.1583421797593754,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,1,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.602904152661743,0.5399102795722442,0.8524055485859785,0.8490615995413926,0.0629938730894987,0.0033439490445859,0.05308371879015878,True,False,0.1497302900830791,0.1479086346717285,0.0121662451220782,0.1599522292993613,0.1592091295116754,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,1,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.602904152661743,0.4706110957767217,0.8524055485859785,0.844815315040331,0.1322930568850213,0.0075902335456474,0.05737439079848486,True,False,0.1497302900830791,0.1455049695942476,0.0282195438644177,0.1599522292993613,0.1564932767162049,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,1,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.602904152661743,0.3463223936265191,0.8524055485859785,0.8346242322377833,0.2565817590352239,0.0177813163481952,0.06930078122098367,True,False,0.1497302900830791,0.1399624087575696,0.0652365083917867,0.1599522292993613,0.1528839348903027,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,1,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.602904152661743,0.0990461573240812,0.8524055485859785,0.8201868649341739,0.5038579953376617,0.0322186836518045,0.0639439761796636,True,False,0.1497302900830791,0.1302770467456238,0.1299218970768141,0.1599522292993613,0.1424628450106143,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,2,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.6033079483411292,0.0964622988049581,0.855643340518038,0.8362696674819445,0.5068456495361711,0.0193736730360934,0.038224009723320705,True,False,0.1520944122255924,0.1380910684042075,0.0920700742155775,0.1608899504600122,0.1469125973106851,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,2,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.6033079483411292,0.215484086133095,0.855643340518038,0.8392420666326876,0.3878238622080342,0.0164012738853503,0.04229052279550665,True,False,0.1520944122255924,0.1413489698626852,0.0706498168188397,0.1608899504600122,0.1492745930644004,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,2,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.6033079483411292,0.4354287620390172,0.855643340518038,0.846991535847125,0.1678791863021119,0.0086518046709129,0.0515358982938081,True,False,0.1520944122255924,0.1485286166819923,0.0234446189798951,0.1608899504600122,0.1562544232130203,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,2,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.6033079483411292,0.5641472647714693,0.855643340518038,0.8532017269299277,0.0391606835696599,0.0024416135881103,0.062348594701292774,True,False,0.1520944122255924,0.1509563545038758,0.0074825741791788,0.1608899504600122,0.1582802547770683,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,2,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.6033079483411292,0.5402724050551676,0.855643340518038,0.8512908989044499,0.0630355432859616,0.0043524416135881,0.06904741970483524,True,False,0.1520944122255924,0.1512478989006983,0.0055657095649148,0.1608899504600122,0.1576786978060847,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,2,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.6033079483411292,0.4709132814066078,0.855643340518038,0.8459830432781229,0.1323946669345214,0.0096602972399151,0.07296590915321993,True,False,0.1520944122255924,0.1502740834837785,0.011968413008585,0.1608899504600122,0.1584571832979459,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,2,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.6033079483411292,0.3461926610614728,0.855643340518038,0.8364289031507344,0.2571152872796564,0.0192144373673036,0.07473082433408422,True,False,0.1520944122255924,0.1456456440761036,0.0423997703474057,0.1608899504600122,0.1532289455060141,PRIMARY
lastfm,LastFM,NGCF,weighted_ngcf,2,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.6033079483411292,0.0989226070934196,0.855643340518038,0.8344649965689934,0.5043853412477096,0.0211783439490446,0.04198842079084861,True,False,0.1520944122255924,0.1374923950877365,0.0960062695544505,0.1608899504600122,0.147204529370133,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,0,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4817793780856189,0.066251857047852,0.6678660918934466,0.3783462243437777,0.4155275210377668,0.2895198675496688,0.6967525684618966,True,False,0.2599430351803069,0.1647471513976006,0.3662182513052315,0.1681131708644845,0.116073802964551,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,0,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4817793780856189,0.1720720050023317,0.6678660918934466,0.5298694031517248,0.3097073730832871,0.1379966887417217,0.44557120926085075,True,False,0.2599430351803069,0.1993515898323693,0.2330950906451829,0.1681131708644845,0.1342657841838385,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,0,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4817793780856189,0.3716493838966107,0.6678660918934466,0.6355978799729167,0.1101299941890081,0.0322682119205298,0.29300112252026655,True,False,0.2599430351803069,0.2426005459695305,0.0667164988619407,0.1681131708644845,0.1562016978308735,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,0,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4817793780856189,0.4601117765798128,0.6678660918934466,0.647601191231195,0.0216676015058061,0.0202649006622516,0.935262754247228,True,False,0.2599430351803069,0.2556764162681995,0.0164136688992184,0.1681131708644845,0.1655074058965638,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,0,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4817793780856189,0.4470011189765671,0.6678660918934466,0.6533627806351685,0.0347782591090517,0.014503311258278,0.41702234757642714,True,False,0.2599430351803069,0.2539010307539238,0.0232435711239276,0.1681131708644845,0.1618899076596179,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,0,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4817793780856189,0.4081331695788509,0.6678660918934466,0.6291991614218312,0.0736462085067679,0.0386669304716154,0.5250362680661559,True,False,0.2599430351803069,0.2466963642185151,0.0509598995510818,0.1681131708644845,0.1581207196141099,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,0,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4817793780856189,0.3183726014641878,0.6678660918934466,0.5728912144019638,0.1634067766214311,0.0949748774914828,0.5812174957193708,True,False,0.2599430351803069,0.2271025739944334,0.1263371459946755,0.1681131708644845,0.1474129678780787,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,0,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4817793780856189,0.1131798963540563,0.6678660918934466,0.3922786316205067,0.3685994817315625,0.2755874602729399,0.7476610085785204,True,False,0.2599430351803069,0.1671158611030071,0.3571058328718489,0.1681131708644845,0.1104183837014263,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,1,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4814615405725981,0.0661861306200866,0.6776343038139765,0.4127998667278836,0.4152754099525115,0.2648344370860928,0.6377320465865718,True,False,0.2561662355457884,0.1604199753806336,0.3737661208986327,0.1641492094027662,0.1103219287414543,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,1,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4814615405725981,0.1720981497773575,0.6776343038139765,0.5195051647411287,0.3093633907952406,0.1581291390728477,0.5111436704464788,True,False,0.2561662355457884,0.1961992440328168,0.2340940498469902,0.1641492094027662,0.1317491255467452,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,1,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4814615405725981,0.3714711922887127,0.6776343038139765,0.6284455620921221,0.1099903482838854,0.0491887417218543,0.44720961874671056,True,False,0.2561662355457884,0.2421329865373086,0.0547818059572939,0.1641492094027662,0.1552034191007983,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,1,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4814615405725981,0.4597752383212047,0.6776343038139765,0.6739753634166255,0.0216863022513934,0.003658940397351,0.16872126722829864,True,False,0.2561662355457884,0.2545113568972527,0.006460174757262,0.1641492094027662,0.1624526159375286,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,1,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4814615405725981,0.4466473815339384,0.6776343038139765,0.6588263567941088,0.0348141590386597,0.0188079470198676,0.5402384414623413,True,False,0.2561662355457884,0.2527451725734411,0.0133548551590273,0.1641492094027662,0.1617110456933938,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,1,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4814615405725981,0.4077495386384426,0.6776343038139765,0.6339508170509703,0.0737120019341555,0.0436834867630061,0.5926238009656436,True,False,0.2561662355457884,0.2469821320538695,0.035852123416465,0.1641492094027662,0.1588886232038701,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,1,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4814615405725981,0.3179661940755791,0.6776343038139765,0.5973448567860696,0.163495346497019,0.0802894470279068,0.4910809313424142,True,False,0.2561662355457884,0.2286782897309651,0.1073051089510581,0.1641492094027662,0.1453632087532922,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,1,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4814615405725981,0.1128492315670116,0.6776343038139765,0.5435448998404664,0.3686123090055865,0.1340894039735101,0.3637681127232187,True,False,0.2561662355457884,0.1650808913216849,0.3555712329926574,0.1641492094027662,0.0995471113755226,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,2,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4816974356017932,0.0662317677626337,0.6781641051384797,0.4100018534828505,0.4154656678391594,0.2681622516556291,0.645449846795629,True,False,0.256230755100286,0.1625216338805849,0.3657215980299647,0.1625871733644189,0.1095988271875026,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,2,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4816974356017932,0.1720926884983751,0.6781641051384797,0.531558144873579,0.3096047471034181,0.1466059602649007,0.4735262028005323,True,False,0.256230755100286,0.1976127156348971,0.2287705058764177,0.1625871733644189,0.1303569318649385,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,2,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4816974356017932,0.3716097905816235,0.6781641051384797,0.6378329793106651,0.1100876450201697,0.0403311258278146,0.36635469693647577,True,False,0.256230755100286,0.2403228521623436,0.0620842838780856,0.1625871733644189,0.1503664107050137,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,2,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4816974356017932,0.4600216625567528,0.6781641051384797,0.6822700654033804,0.0216757730450404,-0.0041059602649007,-0.1894262435931981,True,True,0.256230755100286,0.2531567640681896,0.0119969635608079,0.1625871733644189,0.1580264859918332,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,2,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4816974356017932,0.4469041983399774,0.6781641051384797,0.6665912574563605,0.0347932372618157,0.0115728476821191,0.33261773243560394,True,False,0.256230755100286,0.2514208260849667,0.0187718644993913,0.1625871733644189,0.1572681586224441,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,2,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4816974356017932,0.4080225448035451,0.6781641051384797,0.6329243269847451,0.073674890798248,0.0452397781537345,0.6140460835920276,True,False,0.256230755100286,0.2448016419627392,0.0446047670314733,0.1625871733644189,0.153270158380041,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,2,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4816974356017932,0.3182457720082206,0.6781641051384797,0.5773614130774604,0.1634516635935726,0.1008026920610193,0.6167125488038359,True,False,0.256230755100286,0.2282855292822683,0.1090627306120229,0.1625871733644189,0.1454186474920642,PRIMARY
ml1m,MovieLens-1M,BPR,weighted_bpr,2,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4816974356017932,0.1130517558680554,0.6781641051384797,0.418967373342361,0.3686456797337377,0.2591967317961186,0.7031053015006958,True,False,0.256230755100286,0.1640613532130686,0.3597124859236481,0.1625871733644189,0.1045166496773887,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,0,minimum-perturbation KL,kl,0.1,kl_lam0.1,intervention,0.4817793780856189,0.066251857047852,0.7438429130854995,0.3512601316285459,0.4155275210377668,0.3925827814569536,0.9447816608548347,True,False,0.2582006584252848,0.1709782228437257,0.3378087264126732,0.1668385080189374,0.1222514608297931,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,0,minimum-perturbation KL,kl,0.5,kl_lam0.5,intervention,0.4817793780856189,0.1720720050023317,0.7438429130854995,0.5460117872576851,0.3097073730832871,0.1978311258278144,0.6387678919565576,True,False,0.2582006584252848,0.2231326347525791,0.135816941314475,0.1668385080189374,0.1482591195491101,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,0,minimum-perturbation KL,kl,2.0,kl_lam2.0,intervention,0.4817793780856189,0.3716493838966107,0.7438429130854995,0.6926674163967579,0.1101299941890081,0.0511754966887416,0.46468264223198646,True,False,0.2582006584252848,0.2562371732995691,0.0076044931011821,0.1668385080189374,0.1650385254505572,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,0,minimum-perturbation KL,kl,8.0,kl_lam8.0,intervention,0.4817793780856189,0.4601117765798128,0.7438429130854995,0.7301839726881485,0.0216676015058061,0.013658940397351,0.6303854348480112,True,False,0.2582006584252848,0.257911078664609,0.001121529907948,0.1668385080189374,0.166326697332675,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,0,inverse-power,legacy,0.1,legacy_a0.1,intervention,0.4817793780856189,0.4470011189765671,0.7438429130854995,0.719604502489473,0.0347782591090517,0.0242384105960264,0.6969414575934854,True,False,0.2582006584252848,0.2579629395579769,0.0009206749074837,0.1668385080189374,0.1658679294917897,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,0,inverse-power,legacy,0.2,legacy_a0.2,intervention,0.4817793780856189,0.4081331695788509,0.7438429130854995,0.6887435753371552,0.0736462085067679,0.0550993377483443,0.7481625852236617,True,False,0.2582006584252848,0.2568198957733826,0.005347634124263,0.1668385080189374,0.1652285694779434,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,0,inverse-power,legacy,0.4,legacy_a0.4,intervention,0.4817793780856189,0.3183726014641878,0.7438429130854995,0.6225104196999769,0.1634067766214311,0.1213324933855226,0.7425181249772577,True,False,0.2582006584252848,0.2467849550520248,0.044212526191382,0.1668385080189374,0.1598234271436144,PRIMARY
ml1m,MovieLens-1M,ItemKNN,weighted_itemknn,0,inverse-power,legacy,0.8,legacy_a0.8,intervention,0.4817793780856189,0.1131798963540563,0.7438429130854995,0.3746461812893809,0.3685994817315625,0.3691967317961186,1.0016203225836087,False,False,0.2582006584252848,0.1722886130908288,0.3327336415732506,0.1668385080189374,0.1248512525766899,PRIMARY
