scope,n,mean_InputGain,median_InputGain,mean_OutputGain,median_OutputGain,spearman_rho,spearman_p,kendall_tau,kendall_p,gain_slope_beta1,gain_slope_intercept_beta0,gain_slope_ci_low_95,gain_slope_ci_high_95,gain_space_R2,n_OutputGain_positive,rate_OutputGain_positive,n_OutputGain_zero,n_OutputGain_negative,authoritative_note
PRIMARY_ALL_240,240,0.2222361411565746,0.16561050127074112,0.061423995580750304,0.02090349545141365,0.49008468469493044,6.63357150466805e-16,0.33950464611706443,7.955020803424195e-15,-0.0029110584857509054,0.2894896110582415,0.21396595290872805,0.37835623448101263,0.23429969033648357,211,0.8791666666666667,1,28,Gain-space descriptive; frozen M0-M2 use F_out~F_in (see TABLE_RQ2_REGRESSION)
