dataset,model,model_raw,seed,label,family,F_out,OutputGain,Lexp_mean,Lexp_median,Lexp_Q75,Lexp_Q90,Lexp_Q95,l_exp_std,n_users,delta_Lexp_mean,delta_l_exp_median,delta_l_exp_p75,delta_l_exp_p90,delta_l_exp_p95,delta_l_exp_std,delta_F_out,model_short,dataset_name,Q25_available,Lexp_Q25
lastfm,itemknn,weighted_itemknn,0,legacy_a0.2,legacy,0.502883255592348,0.0790339702760084,0.6829716086766959,0.799977315261158,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2378559658645679,1884,0.0410835249916828,0.1000396982929734,0.0,0.0,0.0,-0.0119279395124575,0.0790339702760084,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,0,legacy_a0.4,legacy,0.3757070347855539,0.2062101910828025,0.6188519541445583,0.600011342369421,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2436728575569546,1884,0.1052031795238205,0.3000056711847104,0.0,0.0,0.0,-0.0177448312048442,0.2062101910828025,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,0,legacy_a0.8,legacy,0.13733123860721,0.4445859872611464,0.5255355777739167,0.500011342369421,0.6000170135541314,0.9000170135541314,0.9000170135541314,0.2199752737921018,1884,0.1985195558944621,0.4000056711847104,0.3,0.0,0.0,0.0059527525600085,0.4445859872611465,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,baseline,baseline,0.5865881388195242,0.0,0.7221975046064829,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.227650646698203,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,kl_lam0.1,kl,0.2268747630233458,0.3597133757961783,0.5633822379698942,0.599977315261158,0.7000170135541315,0.9000170135541314,0.9000170135541314,0.2298311437245383,1884,0.1588152666365887,0.3000396982929734,0.1999999999999999,0.0,0.0,-0.0021804970263353,0.3597133757961784,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,kl_lam0.5,kl,0.3616412173757874,0.2249469214437367,0.6254871017874105,0.600011342369421,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2392280067727027,1884,0.0967104028190724,0.3000056711847104,0.0,0.0,0.0,-0.0115773600744997,0.2249469214437368,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,kl_lam2.0,kl,0.5044756122802461,0.0821125265392781,0.6845113864987034,0.8000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2366076897693025,1884,0.0376861181077795,0.1,0.0,0.0,0.0,-0.0089570430710994,0.0821125265392781,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,kl_lam8.0,kl,0.565675187651796,0.0209129511677281,0.7140233226568165,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2293664435985486,1884,0.0081741819496664,0.0,0.0,0.0,0.0,-0.0017157969003456,0.0209129511677281,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,legacy_a0.1,legacy,0.5506008776730273,0.0359872611464968,0.7060613706470797,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2330179663927817,1884,0.0161361339594031,0.0,0.0,0.0,0.0,-0.0053673196945786,0.0359872611464968,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,legacy_a0.2,legacy,0.5080318755498852,0.078556263269639,0.6861564936329212,0.8000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2375718514131283,1884,0.0360410109735617,0.1,0.0,0.0,0.0,-0.0099212047149252,0.078556263269639,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,legacy_a0.4,legacy,0.3861104318131548,0.2004777070063694,0.6225144437609322,0.600011342369421,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2502973944496434,1884,0.0996830608455506,0.3000056711847104,0.0,0.0,0.0,-0.0226467477514403,0.2004777070063694,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,1,legacy_a0.8,legacy,0.1492739137664456,0.4373142250530785,0.5225102505760587,0.500011342369421,0.6999773152611581,0.9000170135541314,0.9000170135541314,0.2242102382075968,1884,0.1996872540304242,0.4000056711847104,0.2000396982929733,0.0,0.0,0.0034404084906062,0.4373142250530786,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,baseline,baseline,0.5829257184373586,0.0,0.716624590329149,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2323781010557508,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,kl_lam0.1,kl,0.2056964190743013,0.3772292993630573,0.5619486925149874,0.5000283559235524,0.6999943288152894,0.9000170135541314,0.9000170135541314,0.220890648000809,1884,0.1546758978141617,0.399988657630579,0.200022684738842,0.0,0.0,0.0114874530549417,0.3772292993630573,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,kl_lam0.5,kl,0.3459299647218596,0.2369957537154989,0.6175251557980399,0.600011342369421,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2331201492795856,1884,0.0990994345311091,0.3000056711847104,0.0,0.0,0.0,-0.0007420482238348,0.236995753715499,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,kl_lam2.0,kl,0.4976284785222843,0.0852972399150743,0.6802117374739964,0.7000170135541315,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2321054320316737,1884,0.0364128528551526,0.1999999999999999,0.0,0.0,0.0,0.000272669024077,0.0852972399150743,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,kl_lam8.0,kl,0.5628620241698427,0.0200636942675159,0.7078132640220643,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2340229971286741,1884,0.0088113263070847,0.0,0.0,0.0,0.0,-0.0016448960729233,0.0200636942675159,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,legacy_a0.1,legacy,0.5482123426411802,0.0347133757961783,0.7013906202457924,0.8000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2340014977424803,1884,0.0152339700833566,0.1,0.0,0.0,0.0,-0.0016233966867295,0.0347133757961783,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,legacy_a0.2,legacy,0.500919349010607,0.0820063694267516,0.6792029619477955,0.7000170135541315,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2343959692853854,1884,0.0374216283813535,0.1999999999999999,0.0,0.0,0.0,-0.0020178682296346,0.0820063694267516,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,legacy_a0.4,legacy,0.3691252938089084,0.2138004246284501,0.6217181660809453,0.600011342369421,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.2352284036954669,1884,0.0949064242482037,0.3000056711847104,0.0,0.0,0.0,-0.0028503026397161,0.2138004246284502,ItemKNN,LastFM,False,
lastfm,itemknn,weighted_itemknn,2,legacy_a0.8,legacy,0.1349427035753628,0.4479830148619957,0.5293567491854144,0.500011342369421,0.699981568649691,0.9000170135541314,0.9000170135541314,0.2176283275671348,1884,0.1872678411437346,0.4000056711847104,0.2000354449044404,0.0,0.0,0.014749773488616,0.4479830148619958,ItemKNN,LastFM,False,
lastfm,lightgcn,weighted_lightgcn,0,baseline,baseline,0.8710361218343863,0.0,0.8848358119781925,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0749614828586377,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LightGCN,LastFM,False,
