dataset,model,model_raw,seed,label,family,F_out,OutputGain,Lexp_mean,Lexp_median,Lexp_Q75,Lexp_Q90,Lexp_Q95,l_exp_std,n_users,delta_Lexp_mean,delta_l_exp_median,delta_l_exp_p75,delta_l_exp_p90,delta_l_exp_p95,delta_l_exp_std,delta_F_out,model_short,dataset_name,Q25_available,Lexp_Q25
lastfm,neumf,weighted_neumf,0,kl_lam0.1,kl,0.8672675443396941,0.0122611464968153,0.8726808587160992,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0719118569218947,1884,0.0121020793982716,0.0,0.0,0.0,0.0,-0.0160779255072753,0.0122611464968153,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,0,kl_lam0.5,kl,0.8758662704543437,0.0036624203821656,0.8797405324628368,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.060103666061799,1884,0.0050424056515341,0.0,0.0,0.0,0.0,-0.0042697346471796,0.0036624203821656,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,0,kl_lam2.0,kl,0.8839342110063608,-0.0044055201698514,0.8860039857230635,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0523863221369463,1884,-0.0012210476086925,0.0,0.0,0.0,0.0,0.0034476092776729,-0.0044055201698514,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,0,kl_lam8.0,kl,0.8836157396687812,-0.0040870488322717,0.8871716025840858,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0482687642297654,1884,-0.0023886644697148,0.0,0.0,0.0,0.0,0.0075651671848539,-0.0040870488322717,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,0,legacy_a0.1,legacy,0.8822356972059361,-0.0027070063694266,0.8855792127841751,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0515555756893196,1884,-0.0007962746698041,0.0,0.0,0.0,0.0,0.0042783557252996,-0.0027070063694266,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,0,legacy_a0.2,legacy,0.8815987545307769,-0.0020700636942674,0.8851014937370737,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0530955105919539,1884,-0.0003185556227027,0.0,0.0,0.0,0.0,0.0027384208226653,-0.0020700636942674,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,0,legacy_a0.4,legacy,0.8749639349978682,0.0045647558386412,0.8805897381899386,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0651204364615669,1884,0.0041931999244323,0.0,0.0,0.0,0.0,-0.0092865050469476,0.0045647558386412,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,0,legacy_a0.8,legacy,0.8684883511337493,0.01104033970276,0.8729993390842279,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0684037752531631,1884,0.011783599030143,0.0,0.0,0.0,0.0,-0.0125698438385437,0.01104033970276,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,baseline,baseline,0.8835095825562546,0.0,0.8869062609758798,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0511361669609905,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,kl_lam0.1,kl,0.8711422789469128,0.0123673036093417,0.8755471940699878,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0636907270965524,1884,0.0113590669058919,0.0,0.0,0.0,0.0,-0.0125545601355618,0.0123673036093417,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,kl_lam0.5,kl,0.8818641473120932,0.0016454352441613,0.8845177169134838,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0529777357087526,1884,0.0023885440623959,0.0,0.0,0.0,0.0,-0.0018415687477621,0.0016454352441613,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,kl_lam2.0,kl,0.8849957821316261,-0.0014861995753715,0.8870656230723543,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0454054752068378,1884,-0.0001593620964744,0.0,0.0,0.0,0.0,0.0057306917541526,-0.0014861995753715,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,kl_lam8.0,kl,0.8827134042123055,0.000796178343949,0.8862162457648232,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0536437017229109,1884,0.0006900152110566,0.0,0.0,0.0,0.0,-0.0025075347619204,0.000796178343949,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,legacy_a0.1,legacy,0.8830849541061484,0.0004246284501061,0.8862162277037254,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0523414859720466,1884,0.0006900332721543,0.0,0.0,0.0,0.0,-0.001205319011056,0.0004246284501061,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,legacy_a0.2,legacy,0.8797940836178257,0.0037154989384288,0.8836153754366421,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0556924626208929,1884,0.0032908855392376,0.0,0.0,0.0,0.0,-0.0045562956599024,0.0037154989384288,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,legacy_a0.4,legacy,0.8733184997537069,0.0101910828025476,0.8784666471125182,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0659145255487402,1884,0.0084396138633615,0.0,0.0,0.0,0.0,-0.0147783585877496,0.0101910828025476,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,1,legacy_a0.8,legacy,0.8682229583524329,0.0152866242038216,0.87273398543529,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0684922183844123,1884,0.0141722755405897,0.0,0.0,0.0,0.0,-0.0173560514234217,0.0152866242038216,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,baseline,baseline,0.8925860156772737,0.0,0.8931167169547835,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0340972542345664,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,kl_lam0.1,kl,0.8701868649341737,0.0223991507430999,0.8747509555223795,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.064910036247601,1884,0.0183657614324039,0.0,0.0,0.0,0.0,-0.0308127820130345,0.0223991507430999,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,kl_lam0.5,kl,0.8788917481613501,0.0136942675159236,0.8820760190402502,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0575230220421117,1884,0.0110406979145332,0.0,0.0,0.0,0.0,-0.0234257678075452,0.0136942675159236,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,kl_lam2.0,kl,0.890515951983006,0.0020700636942676,0.8910997167658644,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0369359486859914,1884,0.002017000188919,0.0,0.0,0.0,0.0,-0.0028386944514249,0.0020700636942676,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,kl_lam8.0,kl,0.8925860156772737,0.0,0.8929574933267255,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0356632160851234,1884,0.0001592236280579,0.0,0.0,0.0,0.0,-0.0015659618505569,0.0,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,legacy_a0.1,legacy,0.8860573532568916,0.006528662420382,0.8883394542393792,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0491072878789379,1884,0.0047772627154042,0.0,0.0,0.0,0.0,-0.0150100336443714,0.006528662420382,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,legacy_a0.2,legacy,0.8900382449766367,0.0025477707006369,0.8907812093060892,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0390942871533375,1884,0.0023355076486942,0.0,0.0,0.0,0.0,-0.004997032918771,0.0025477707006369,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,legacy_a0.4,legacy,0.8672144657834308,0.0253715498938429,0.8763960686769633,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0649173591341113,1884,0.0167206482778201,0.0,0.0,0.0,0.0,-0.0308201048995448,0.0253715498938429,NeuMF,LastFM,False,
lastfm,neumf,weighted_neumf,2,legacy_a0.8,legacy,0.8627558670573161,0.0298301486199575,0.8679038217644176,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0753184240462022,1884,0.0252128951903658,0.0,0.0,0.0,0.0,-0.0412211698116357,0.0298301486199575,NeuMF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,baseline,baseline,0.8561210475244074,0.0,0.8754934803651185,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0875118958525384,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,kl_lam0.1,kl,0.831227204636934,0.0248938428874734,0.8590383603268482,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1070713972297744,1884,0.0164551200382703,0.0,0.0,0.0,0.0,-0.019559501377236,0.0248938428874734,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,kl_lam0.5,kl,0.8382866526199488,0.0178343949044585,0.8644527493385725,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1018379277821006,1884,0.011040731026546,0.0,0.0,0.0,0.0,-0.0143260319295621,0.0178343949044585,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,kl_lam2.0,kl,0.8502293277791845,0.0058917197452229,0.8720963203162188,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0893857411430995,1884,0.0033971600488997,0.0,0.0,0.0,0.0,-0.001873845290561,0.0058917197452229,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,kl_lam8.0,kl,0.8559087332993544,0.000212314225053,0.8755996886507554,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0828691904755886,1884,-0.0001062082856368,0.0,0.0,0.0,0.0,0.0046427053769498,0.000212314225053,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,legacy_a0.1,legacy,0.8543694551677196,0.0017515923566878,0.8739541841723858,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0881265432860186,1884,0.0015392961927327,0.0,0.0,0.0,0.0,-0.0006146474334801,0.0017515923566878,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,legacy_a0.2,legacy,0.8496454636602884,0.006475583864119,0.8704508489498618,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0936537010785054,1884,0.0050426314152567,0.0,0.0,0.0,0.0,-0.006141805225967,0.006475583864119,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,legacy_a0.4,legacy,0.8389235952951081,0.0171974522292993,0.8658856355634096,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0941417496084191,1884,0.0096078448017089,0.0,0.0,0.0,0.0,-0.0066298537558806,0.0171974522292993,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,0,legacy_a0.8,legacy,0.8242739137664457,0.0318471337579617,0.8562782061669499,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1054211279322851,1884,0.0192152741981685,0.0,0.0,0.0,0.0,-0.0179092320797466,0.0318471337579617,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,baseline,baseline,0.8524055485859785,0.0,0.8739541089178117,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0862393224838952,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,kl_lam0.1,kl,0.8252824063354478,0.0271231422505306,0.8565436079788151,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1079918710825498,1884,0.0174105009389965,0.0,0.0,0.0,0.0,-0.0217525485986546,0.0271231422505306,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,kl_lam0.5,kl,0.8329787969936219,0.0194267515923566,0.8614271512242475,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1052404501124033,1884,0.0125269576935641,0.0,0.0,0.0,0.0,-0.0190011276285081,0.0194267515923566,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,kl_lam2.0,kl,0.8446560793715412,0.0077494692144373,0.8709814508913334,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0857815641041095,1884,0.0029726580264782,0.0,0.0,0.0,0.0,0.0004577583797856,0.0077494692144373,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,kl_lam8.0,kl,0.849963934997868,0.0024416135881104,0.8729986527625112,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0862528956498809,1884,0.0009554561553004,0.0,0.0,0.0,0.0,-1.357316598571412e-05,0.0024416135881104,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,legacy_a0.1,legacy,0.8490615995413926,0.0033439490445859,0.8729986347014134,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0851381613943374,1884,0.0009554742163982,0.0,0.0,0.0,0.0,0.0011011610895578,0.0033439490445859,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,legacy_a0.2,legacy,0.844815315040331,0.0075902335456474,0.8703445684198335,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0893857821418765,1884,0.0036095404979781,0.0,0.0,0.0,0.0,-0.0031464596579813,0.0075902335456474,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,legacy_a0.4,legacy,0.8346242322377833,0.0177813163481952,0.8651955932607062,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0920903750317791,1884,0.0087585156571055,0.0,0.0,0.0,0.0,-0.0058510525478839,0.0177813163481952,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,1,legacy_a0.8,legacy,0.8201868649341739,0.0322186836518045,0.855216499583451,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1047213731402998,1884,0.0187376093343606,0.0,0.0,0.0,0.0,-0.0184820506564046,0.0322186836518045,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,baseline,baseline,0.855643340518038,0.0,0.8749097607350048,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0887626282438748,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,kl_lam0.1,kl,0.8362696674819445,0.0193736730360934,0.8617986830569926,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1074464871749999,1884,0.0131110776780122,0.0,0.0,0.0,0.0,-0.018683858931125,0.0193736730360934,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,kl_lam0.5,kl,0.8392420666326876,0.0164012738853503,0.8648242179574754,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1012096973213692,1884,0.0100855427775293,0.0,0.0,0.0,0.0,-0.0124470690774943,0.0164012738853503,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,kl_lam2.0,kl,0.846991535847125,0.0086518046709129,0.8692300662372702,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.096970775258172,1884,0.0056796944977346,0.0,0.0,0.0,0.0,-0.0082081470142971,0.0086518046709129,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,kl_lam8.0,kl,0.8532017269299277,0.0024416135881103,0.8744318761278406,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.085424485496373,1884,0.0004778846071642,0.0,0.0,0.0,0.0,0.0033381427475018,0.0024416135881103,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,legacy_a0.1,legacy,0.8512908989044499,0.0043524416135881,0.871990256519364,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0933046275007037,1884,0.0029195042156408,0.0,0.0,0.0,0.0,-0.0045419992568288,0.0043524416135881,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,legacy_a0.2,legacy,0.8459830432781229,0.0096602972399151,0.8700791997199808,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0903904161795683,1884,0.0048305610150239,0.0,0.0,0.0,0.0,-0.0016277879356934,0.0096602972399151,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,legacy_a0.4,legacy,0.8364289031507344,0.0192144373673036,0.8647709979226127,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.098074661276928,1884,0.0101387628123921,0.0,0.0,0.0,0.0,-0.0093120330330531,0.0192144373673036,NGCF,LastFM,False,
lastfm,ngcf,weighted_ngcf,2,legacy_a0.8,legacy,0.8344649965689934,0.0211783439490446,0.862435511345199,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1001094212822905,1884,0.0124742493898057,0.0,0.0,0.0,0.0,-0.0113467930384156,0.0211783439490446,NGCF,LastFM,False,
ml1m,bpr,weighted_bpr,0,baseline,baseline,0.6678660918934466,0.0,0.74947773319494,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1445764421796711,6040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,0,kl_lam0.1,kl,0.3783462243437777,0.2895198675496688,0.535476050321836,0.5000269759913677,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.2494942399490797,6040,0.214001682873104,0.1999999999999999,0.0999999999999999,0.0,0.0,-0.1049177977694086,0.2895198675496689,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,0,kl_lam0.5,kl,0.5298694031517248,0.1379966887417217,0.6301253267042664,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.2453602641119655,6040,0.1193524064906736,0.0,0.0,0.0,0.0,-0.1007838219322944,0.1379966887417217,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,0,kl_lam2.0,kl,0.6355978799729167,0.0322682119205298,0.7226756163835377,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1805385852412442,6040,0.0268021168114023,0.0,0.0,0.0,0.0,-0.035962143061573,0.0322682119205298,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,0,kl_lam8.0,kl,0.647601191231195,0.0202649006622516,0.7371137967010686,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1512241707081529,6040,0.0123639364938714,0.0,0.0,0.0,0.0,-0.0066477285284817,0.0202649006622516,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,0,legacy_a0.1,legacy,0.6533627806351685,0.014503311258278,0.7435859176392613,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1508580055327792,6040,0.0058918155556787,0.0,0.0,0.0,0.0,-0.006281563353108,0.014503311258278,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,0,legacy_a0.2,legacy,0.6291991614218312,0.0386669304716154,0.7193044347815213,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1634035601464397,6040,0.0301732984134187,0.0,0.0,0.0,0.0,-0.0188271179667685,0.0386669304716154,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,0,legacy_a0.4,legacy,0.5728912144019638,0.0949748774914828,0.6645660929653402,0.7000269759913677,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.1915490329463104,6040,0.0849116402295998,0.0,0.0999999999999999,0.0,0.0,-0.0469725907666392,0.0949748774914828,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,0,legacy_a0.8,legacy,0.3922786316205067,0.2755874602729399,0.5483779300660823,0.5001348799568384,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.2335312138925039,6040,0.2010998031288577,0.1998920960345293,0.1998920960345291,0.0,0.0,-0.0889547717128327,0.2755874602729399,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,baseline,baseline,0.6776343038139765,0.0,0.7572729818474803,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1426291594841175,6040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,kl_lam0.1,kl,0.4127998667278836,0.2648344370860928,0.559208670012166,0.5999325600215808,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.2601352637677871,6040,0.1980643118353142,0.199986512004316,0.0999999999999999,0.0,0.0,-0.1175061042836696,0.2648344370860929,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,kl_lam0.5,kl,0.5195051647411287,0.1581291390728477,0.6290524102423016,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.2455525122767817,6040,0.1282205716051786,0.0998920960345292,0.0,0.0,0.0,-0.1029233527926642,0.1581291390728477,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,kl_lam2.0,kl,0.6284455620921221,0.0491887417218543,0.7217829433129018,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1801800951664744,6040,0.0354900385345784,0.0998920960345292,0.0,0.0,0.0,-0.0375509356823569,0.0491887417218543,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,kl_lam8.0,kl,0.6739753634166255,0.003658940397351,0.7571075171904952,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1450190978142666,6040,0.000165464656985,0.0,0.0,0.0,0.0,-0.0023899383301491,0.003658940397351,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,legacy_a0.1,legacy,0.6588263567941088,0.0188079470198676,0.7492626309273487,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1483383894996434,6040,0.0080103509201315,0.0,0.0,0.0,0.0,-0.0057092300155259,0.0188079470198676,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,legacy_a0.2,legacy,0.6339508170509703,0.0436834867630061,0.7253461948667012,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1613644263318883,6040,0.0319267869807791,0.0998920960345292,0.0,0.0,0.0,-0.0187352668477708,0.0436834867630061,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,legacy_a0.4,legacy,0.5973448567860696,0.0802894470279068,0.6981013234314176,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1866805408515776,6040,0.0591716584160626,0.0998920960345292,0.0,0.0,0.0,-0.0440513813674601,0.0802894470279068,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,1,legacy_a0.8,legacy,0.5435448998404664,0.1340894039735101,0.6633113699337391,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.2506791754690652,6040,0.0939616119137412,0.0998920960345292,0.0,0.0,0.0,-0.1080500159849477,0.1340894039735101,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,baseline,baseline,0.6781641051384797,0.0,0.7568595345837568,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1419755693648324,6040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,kl_lam0.1,kl,0.4100018534828505,0.2681622516556291,0.556642851272963,0.5999190720258969,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.2580478757061804,6040,0.2002166833107937,0.1999999999999999,0.0999999999999999,0.0,0.0,-0.1160723063413479,0.2681622516556292,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,kl_lam0.5,kl,0.531558144873579,0.1466059602649007,0.6318970463969186,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.2444298012750752,6040,0.1249624881868382,0.0998920960345292,0.0,0.0,0.0,-0.1024542319102427,0.1466059602649007,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,kl_lam2.0,kl,0.6378329793106651,0.0403311258278146,0.7234699342750515,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1813805602513522,6040,0.0333896003087053,0.0998920960345292,0.0,0.0,0.0,-0.0394049908865197,0.0403311258278146,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,kl_lam8.0,kl,0.6822700654033804,-0.0041059602649007,0.7594410163696033,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1441069668970641,6040,-0.0025814817858464,0.0,0.0,0.0,0.0,-0.0021313975322316,-0.0041059602649007,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,legacy_a0.1,legacy,0.6665912574563605,0.0115728476821191,0.750735457528892,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1490063016192707,6040,0.0061240770548647,0.0,0.0,0.0,0.0,-0.0070307322544383,0.0115728476821191,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,legacy_a0.2,legacy,0.6329243269847451,0.0452397781537345,0.726520503539929,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1633847861255137,6040,0.0303390310438277,0.0998920960345292,0.0,0.0,0.0,-0.0214092167606812,0.0452397781537345,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,legacy_a0.4,legacy,0.5773614130774604,0.1008026920610193,0.6699461462741869,0.7000269759913677,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.1910206018797079,6040,0.0869133883095698,0.0998920960345292,0.0999999999999999,0.0,0.0,-0.0490450325148754,0.1008026920610193,BPR,MovieLens-1M,False,
ml1m,bpr,weighted_bpr,2,legacy_a0.8,legacy,0.418967373342361,0.2591967317961186,0.5728232474091436,0.6000269759913677,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.2420669422990633,6040,0.1840362871746131,0.1998920960345291,0.0999999999999999,0.0,0.0,-0.1000913729342309,0.2591967317961187,BPR,MovieLens-1M,False,
ml1m,itemknn,weighted_itemknn,0,baseline,baseline,0.7438429130854995,0.0,0.8126535353733851,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1198395109738994,6040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ItemKNN,MovieLens-1M,False,
ml1m,itemknn,weighted_itemknn,0,kl_lam0.1,kl,0.3512601316285459,0.3925827814569536,0.5944292568025052,0.6000269759913677,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.2238490864437013,6040,0.2182242785708799,0.2998920960345291,0.0999999999999999,0.0,0.0,-0.1040095754698018,0.3925827814569536,ItemKNN,MovieLens-1M,False,
ml1m,itemknn,weighted_itemknn,0,kl_lam0.5,kl,0.5460117872576851,0.1978311258278144,0.6918117459897777,0.7000269759913677,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.2118453453966108,6040,0.1208417893836074,0.1998920960345291,0.0,0.0,0.0,-0.0920058344227113,0.1978311258278144,ItemKNN,MovieLens-1M,False,
ml1m,itemknn,weighted_itemknn,0,kl_lam2.0,kl,0.6926674163967579,0.0511754966887416,0.7846657880115836,0.7999190720258968,0.8999190720258968,0.8999190720258968,0.8999190720258968,0.1425978253678878,6040,0.0279877473618015,0.0999999999999999,0.0,0.0,0.0,-0.0227583143939884,0.0511754966887416,ItemKNN,MovieLens-1M,False,
