dataset,model,model_raw,seed,label,family,user_group,F_out,OutputGain,l_exp_mean,l_exp_median,l_exp_p75,l_exp_p90,l_exp_p95,l_exp_std,n_users,delta_l_exp_mean,delta_l_exp_median,delta_l_exp_p75,delta_l_exp_p90,delta_l_exp_p95,delta_l_exp_std
lastfm,bpr,weighted_bpr,0,kl_lam0.5,kl,semi_mainstream,0.8366942959320507,0.035031847133758,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,kl_lam0.5,kl,mainstream,0.8366942959320507,0.035031847133758,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,kl_lam2.0,kl,niche,0.8600488606878895,0.0116772823779192,0.8002277498995347,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1637657806040301,465,0.03957092914129112,0.0,0.0,0.0,0.0,-0.032643409303996895
lastfm,bpr,weighted_bpr,0,kl_lam2.0,kl,semi_niche,0.8600488606878895,0.0116772823779192,0.8998055970636454,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.00459314185674428,473,0.00021141649048639355,0.0,0.0,0.0,0.0,-0.004593141856743947
lastfm,bpr,weighted_bpr,0,kl_lam2.0,kl,semi_mainstream,0.8600488606878895,0.0116772823779192,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,kl_lam2.0,kl,mainstream,0.8600488606878895,0.0116772823779192,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,kl_lam8.0,kl,niche,0.8685945082462758,0.0031316348195329,0.8333466636664271,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.13531482432313438,465,0.006452015374398767,0.0,0.0,0.0,0.0,-0.0041924530231011725
lastfm,bpr,weighted_bpr,0,kl_lam8.0,kl,semi_niche,0.8685945082462758,0.0031316348195329,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,kl_lam8.0,kl,semi_mainstream,0.8685945082462758,0.0031316348195329,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,kl_lam8.0,kl,mainstream,0.8685945082462758,0.0031316348195329,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,legacy_a0.1,legacy,niche,0.8660467375456389,0.0056794055201698,0.8258195380240738,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.13858923395328565,465,0.013979141016752017,0.0,0.0,0.0,0.0,-0.007466862653252443
lastfm,bpr,weighted_bpr,0,legacy_a0.1,legacy,semi_niche,0.8660467375456389,0.0056794055201698,0.8998055970636454,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.00459314185674428,473,0.00021141649048639355,0.0,0.0,0.0,0.0,-0.004593141856743947
lastfm,bpr,weighted_bpr,0,legacy_a0.1,legacy,semi_mainstream,0.8660467375456389,0.0056794055201698,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,legacy_a0.1,legacy,mainstream,0.8660467375456389,0.0056794055201698,0.9000170135541318,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,3.3306690738754696e-16,473,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,0,legacy_a0.2,legacy,niche,0.8604734891379955,0.0112526539278132,0.8068941726442784,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.15546665457232658,465,0.032904506396547406,0.0,0.0,0.0,0.0,-0.024344283272293377
