dataset,model,model_raw,seed,label,family,F_out,OutputGain,l_exp_mean,l_exp_median,l_exp_p75,l_exp_p90,l_exp_p95,l_exp_std,n_users,delta_l_exp_mean,delta_l_exp_median,delta_l_exp_p75,delta_l_exp_p90,delta_l_exp_p95,delta_l_exp_std,delta_F_out
lastfm,bpr,weighted_bpr,1,kl_lam0.1,kl,0.7803248691804583,0.0901804670912952,0.8224661875177827,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.17825583478837537,1884,0.0611486490961084,0.0,0.0,0.0,0.0,-0.09970617215872318,0.09018046709129524
lastfm,bpr,weighted_bpr,1,kl_lam0.5,kl,0.8306964190743013,0.0398089171974522,0.8534654821717099,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1403095221368464,1884,0.030149354442181142,0.0,0.0,0.0,0.0,-0.061759859507194204,0.039808917197452276
lastfm,bpr,weighted_bpr,1,kl_lam2.0,kl,0.8564395188619871,0.0140658174097664,0.8743257551375095,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.09956962758573075,1884,0.009289081476381522,0.0,0.0,0.0,0.0,-0.021019964956078566,0.014065817409766423
lastfm,bpr,weighted_bpr,1,kl_lam8.0,kl,0.8671613872271675,0.003343949044586,0.8812262413783846,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.08356452500125332,1884,0.0023885952355064966,0.0,0.0,0.0,0.0,-0.005014862371601134,0.0033439490445860143
lastfm,bpr,weighted_bpr,1,legacy_a0.1,legacy,0.8645074594140041,0.0059978768577494,0.8797930059723236,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.08639030479766932,1884,0.003821830641567492,0.0,0.0,0.0,0.0,-0.007840642168017137,0.00599787685774944
lastfm,bpr,weighted_bpr,1,legacy_a0.2,legacy,0.857607247099779,0.0128980891719745,0.8757587828409457,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.09204888509573685,1884,0.007856053772945404,0.0,0.0,0.0,0.0,-0.013499222466084662,0.012898089171974547
lastfm,bpr,weighted_bpr,1,legacy_a0.4,legacy,0.8415244445520083,0.0289808917197452,0.8657264902001086,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.11245921467906835,1884,0.017888346413782452,0.0,0.0,0.0,0.0,-0.03390955204941616,0.028980891719745272
lastfm,bpr,weighted_bpr,1,legacy_a0.8,legacy,0.7526178628110316,0.1178874734607219,0.8209784798407446,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1576543251217818,1884,0.0626363567731465,0.0,0.0,0.0,0.0,-0.07910466249212961,0.11788747346072193
lastfm,bpr,weighted_bpr,2,baseline,baseline,0.8697622364840677,0.0,0.8820756397571963,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.08195673161607203,1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm,bpr,weighted_bpr,2,kl_lam0.1,kl,0.7746454636602885,0.0951167728237791,0.8188566078874261,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.18121069045070384,1884,0.06321903186977018,0.0,0.0,0.0,0.0,-0.09925395883463181,0.09511677282377917
lastfm,bpr,weighted_bpr,2,kl_lam0.5,kl,0.8303779477367217,0.039384288747346,0.851501575589969,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.1400410856190798,1884,0.0305740641672273,0.0,0.0,0.0,0.0,-0.058084354003007765,0.03938428874734601
lastfm,bpr,weighted_bpr,2,kl_lam2.0,kl,0.8575541685435157,0.0122080679405519,0.8752280755430702,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.09379334146131545,1884,0.006847564214126023,0.0,0.0,0.0,0.0,-0.011836609845243415,0.012208067940551959
lastfm,bpr,weighted_bpr,2,kl_lam8.0,kl,0.8656221090955327,0.0041401273885349,0.8796338305071931,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.9000170135541314,0.0875432581172496,1884,0.0024418092500031463,0.0,0.0,0.0,0.0,-0.005586526501177566,0.004140127388534975
